Date,Year,Month,Global Temperature Anomalies,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI,PNA,OLR,SOI,Season (2-Month),MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity
08/01/02,2002,AUG,0.53,20.71,-0.15,25.53,0.31,27.56,0.66,29.23,0.54,-3.001,0.61,-1.6,-1,JA,0.8,JAS,0.9,2002-2003,ME
09/01/02,2002,SEP,0.66,20.8,0.22,25.68,0.67,27.61,0.85,29.24,0.56,-2.878,0.6,-1.9,-0.6,AS,0.7,ASO,1,2002-2003,ME
10/01/02,2002,OCT,0.56,21.64,0.77,25.75,0.66,27.79,1.02,29.25,0.57,-2.546,-0.55,-1.5,-0.4,SO,0.7,SON,1.2,2002-2003,ME
11/01/02,2002,NOV,0.61,22.81,1.19,26.29,1.09,28.03,1.2,29.5,0.83,-2.413,1.46,-1.8,-0.5,ON,0.7,OND,1.3,2002-2003,ME
12/01/02,2002,DEC,0.5,23.73,0.89,26.42,1.15,27.94,1.3,29.28,0.83,-2.311,1.28,-1.6,-1.1,ND,0.8,NDJ,1.1,2002-2003,ME
01/01/03,2003,JAN,0.71,24.47,-0.05,26.34,0.67,27.45,0.88,28.86,0.64,-2.523,1.01,-2.3,-0.2,DJ,0.7,DJF,0.9,2003-2004,N
02/01/03,2003,FEB,0.57,26.14,0.04,26.78,0.4,27.39,0.65,28.71,0.61,-2.644,0.68,-1.1,-0.7,JF,0.6,JFM,0.6,2003-2004,N
03/01/03,2003,MAR,0.61,26.66,0.06,27.31,0.15,27.73,0.5,28.83,0.61,-2.91,-0.36,-0.8,-0.3,FM,0.6,FMA,0.4,2003-2004,N
04/01/03,2003,APR,0.6,24.96,-0.77,27.21,-0.36,27.67,-0.14,28.67,0.16,-2.995,-0.1,0.3,-0.1,MA,0,MAM,0,2003-2004,N
05/01/03,2003,MAY,0.64,22.87,-1.74,26.3,-0.91,27.28,-0.6,28.59,-0.2,-3.04,-1.85,0.1,-0.3,AM,-0.5,AMJ,-0.3,2003-2004,N
06/01/03,2003,JUN,0.52,22.23,-0.95,26.06,-0.59,27.37,-0.34,28.86,0.02,-2.895,-0.53,0.8,-0.6,MJ,-0.2,MJJ,-0.2,2003-2004,N
07/01/03,2003,JUL,0.6,21.39,-0.44,25.85,-0.02,27.34,0.04,28.93,0.14,-2.723,0.73,-0.2,0.3,JJ,-0.1,JJA,0.1,2003-2004,N
08/01/03,2003,AUG,0.59,21.04,0.18,25.38,0.16,26.94,0.04,28.83,0.14,-2.412,-0.31,0.5,0.1,JA,0,JAS,0.2,2003-2004,N
09/01/03,2003,SEP,0.65,20.31,-0.27,25.11,0.1,26.94,0.18,28.81,0.14,-2.082,0.59,0,-0.1,AS,0.1,ASO,0.3,2003-2004,N
10/01/03,2003,OCT,0.77,21.14,0.27,25.5,0.42,27.19,0.42,29.12,0.44,-1.738,1.23,0,0,SO,0.3,SON,0.3,2003-2004,N
11/01/03,2003,NOV,0.55,22.07,0.44,25.52,0.32,27.03,0.21,29.08,0.41,-1.596,-1.65,0.5,-0.3,ON,0.4,OND,0.4,2003-2004,N
12/01/03,2003,DEC,0.75,23.31,0.47,25.94,0.68,26.98,0.34,28.75,0.3,-1.522,0.56,-0.1,1.1,ND,0.2,NDJ,0.4,2003-2004,N
01/01/04,2004,JAN,0.58,24.79,0.28,26.14,0.47,26.78,0.22,28.54,0.31,-1.6,-0.12,-0.9,-1.3,DJ,0.1,DJF,0.4,2004-2005,WE
02/01/04,2004,FEB,0.67,26.22,0.12,26.64,0.26,26.9,0.16,28.37,0.27,-1.571,1.12,0.4,1.2,JF,-0.1,JFM,0.3,2004-2005,WE
03/01/04,2004,MAR,0.66,25.82,-0.78,27.11,-0.05,27.05,-0.18,28.3,0.08,-1.913,0,-0.5,0.4,FM,-0.5,FMA,0.2,2004-2005,WE
04/01/04,2004,APR,0.65,25.71,-0.02,27.42,-0.15,27.76,-0.04,28.58,0.06,-2.272,0.25,-0.8,-0.9,MA,-0.3,MAM,0.2,2004-2005,WE
05/01/04,2004,MAY,0.42,23.65,-0.97,26.77,-0.44,27.95,0.07,28.95,0.15,-2.637,-1.46,0.3,1,AM,-0.4,AMJ,0.2,2004-2005,WE
06/01/04,2004,JUN,0.47,22.24,-0.94,26.4,-0.24,27.7,0,28.91,0.07,-2.999,-0.28,-1.1,-0.8,MJ,0,MJJ,0.3,2004-2005,WE
07/01/04,2004,JUL,0.32,21.08,-0.75,25.91,0.04,27.76,0.47,29.14,0.35,-3.376,-0.33,0.1,-0.5,JJ,0.4,JJA,0.5,2004-2005,WE
08/01/04,2004,AUG,0.44,20.23,-0.63,25.31,0.09,27.51,0.61,29.1,0.4,-3.253,1.52,-0.4,-0.3,JA,0.7,JAS,0.6,2004-2005,WE
09/01/04,2004,SEP,0.52,20.25,-0.33,25.27,0.26,27.43,0.67,29.32,0.65,-2.993,-0.11,-0.3,-0.3,AS,0.5,ASO,0.7,2004-2005,WE
10/01/04,2004,OCT,0.6,21.21,0.34,25.5,0.41,27.41,0.64,29.35,0.67,-2.731,-1.37,-0.3,-0.1,SO,0.3,SON,0.7,2004-2005,WE
11/01/04,2004,NOV,0.72,22.51,0.89,25.75,0.55,27.41,0.59,29.31,0.64,-2.505,0.29,-0.8,-0.7,ON,0.4,OND,0.7,2004-2005,WE
12/01/04,2004,DEC,0.49,22.99,0.15,25.83,0.56,27.28,0.63,29.13,0.68,-2.393,-0.04,-0.1,-0.8,ND,0.5,NDJ,0.7,2004-2005,WE
01/01/05,2005,JAN,0.74,24.64,0.13,25.96,0.28,27.18,0.61,29.11,0.89,-2.598,-0.62,-0.1,0.3,DJ,0.1,DJF,0.6,2005-2006,WL
02/01/05,2005,FEB,0.62,25.52,-0.58,26.25,-0.13,26.97,0.24,28.71,0.61,-2.605,-0.11,-2.2,-3.1,JF,0.6,JFM,0.6,2005-2006,WL
03/01/05,2005,MAR,0.76,25.23,-1.37,26.93,-0.23,27.5,0.27,28.74,0.51,-2.408,0.56,0,0.3,FM,0.8,FMA,0.5,2005-2006,WL
04/01/05,2005,APR,0.7,25.12,-0.61,27.57,0,27.93,0.13,28.8,0.29,-2.383,1,-0.5,-0.6,MA,0.1,MAM,0.4,2005-2006,WL
05/01/05,2005,MAY,0.7,24.58,-0.04,27.4,0.19,28.1,0.22,29,0.21,-2.284,1.62,-0.2,-0.8,AM,0.1,AMJ,0.3,2005-2006,WL
06/01/05,2005,JUN,0.66,22.51,-0.67,26.76,0.11,27.91,0.2,29.07,0.23,-1.897,0.42,0.1,0.4,MJ,0.1,MJJ,0.1,2005-2006,WL
07/01/05,2005,JUL,0.65,21.43,-0.4,25.98,0.11,27.37,0.08,28.92,0.13,-1.885,-0.02,-0.6,0.2,JJ,-0.1,JJA,-0.1,2005-2006,WL
08/01/05,2005,AUG,0.59,20.29,-0.57,25.44,0.22,26.96,0.06,28.71,0.02,-2.124,0.69,0.3,-0.3,JA,0,JAS,-0.1,2005-2006,WL
09/01/05,2005,SEP,0.73,19.9,-0.68,24.8,-0.21,26.64,-0.12,28.64,-0.04,-1.999,1.32,-0.1,0.4,AS,-0.1,ASO,-0.1,2005-2006,WL
10/01/05,2005,OCT,0.75,19.76,-1.11,24.77,-0.32,26.7,-0.07,28.74,0.06,-1.668,1.16,0,1.2,SO,-0.8,SON,-0.3,2005-2006,WL
11/01/05,2005,NOV,0.78,20.36,-1.27,24.22,-0.98,26.29,-0.54,28.56,-0.12,-1.264,-0.74,0.4,-0.2,ON,-0.8,OND,-0.6,2005-2006,WL
12/01/05,2005,DEC,0.74,22.12,-0.71,24.05,-1.21,25.84,-0.8,28.26,-0.18,-0.475,1.07,0.8,0,ND,-0.7,NDJ,-0.8,2005-2006,WL
01/01/06,2006,JAN,0.63,24.41,-0.11,24.85,-0.82,25.64,-0.93,27.66,-0.56,0.151,-0.1,0.8,1.7,DJ,-0.7,DJF,-0.9,2006-2007,WE
02/01/06,2006,FEB,0.8,26.68,0.58,26.11,-0.27,26.06,-0.67,27.37,-0.73,0.067,-0.44,0.4,0.1,JF,-0.5,JFM,-0.8,2006-2007,WE
03/01/06,2006,MAR,0.67,26.32,-0.28,26.59,-0.57,26.57,-0.66,27.74,-0.49,-0.099,-0.56,1.1,1.8,FM,-0.6,FMA,-0.6,2006-2007,WE
04/01/06,2006,APR,0.52,24.52,-1.21,27.27,-0.3,27.52,-0.28,28.17,-0.34,-0.601,0.2,0.3,1.1,MA,-0.8,MAM,-0.4,2006-2007,WE
05/01/06,2006,MAY,0.52,24.17,-0.44,27.16,-0.05,27.82,-0.06,28.65,-0.14,-1.17,-1.03,0.7,-0.5,AM,-0.3,AMJ,-0.1,2006-2007,WE
06/01/06,2006,JUN,0.65,22.9,-0.27,26.65,0,27.79,0.08,29,0.16,-1.501,-1.02,-0.4,-0.2,MJ,-0.1,MJJ,0,2006-2007,WE
07/01/06,2006,JUL,0.55,22,0.17,25.85,-0.02,27.28,-0.01,28.93,0.14,-1.289,1.29,0,-0.6,JJ,0.2,JJA,0.1,2006-2007,WE
08/01/06,2006,AUG,0.72,21.61,0.75,25.61,0.39,27.23,0.33,29.11,0.42,-1.087,-1.45,-0.5,-1,JA,0.6,JAS,0.3,2006-2007,WE
09/01/06,2006,SEP,0.69,21.73,1.15,25.81,0.8,27.29,0.53,29.33,0.66,-0.991,0.31,-0.5,-0.6,AS,0.6,ASO,0.5,2006-2007,WE
10/01/06,2006,OCT,0.68,22.48,1.6,25.88,0.79,27.42,0.65,29.32,0.63,-1.131,-0.76,-1,-1.3,SO,0.6,SON,0.8,2006-2007,WE
11/01/06,2006,NOV,0.72,22.82,1.2,26.08,0.88,27.67,0.85,29.51,0.84,-1.184,-1.34,-0.7,0.1,ON,0.8,OND,0.9,2006-2007,WE
12/01/06,2006,DEC,0.77,23.95,1.11,26.41,1.14,27.74,1.1,29.35,0.9,-1.204,1.55,-0.8,-0.3,ND,0.6,NDJ,0.9,2006-2007,WE
01/01/07,2007,JAN,0.93,25.13,0.61,26.61,0.94,27.31,0.75,28.92,0.69,-1.594,0.27,-1.4,-0.8,DJ,0.6,DJF,0.7,2007-2008,SL
02/01/07,2007,FEB,0.72,26.26,0.16,26.52,0.14,26.84,0.11,28.61,0.52,-1.834,-0.42,-0.1,-0.1,JF,0.5,JFM,0.2,2007-2008,SL
03/01/07,2007,MAR,0.69,26.28,-0.33,26.71,-0.46,27.16,-0.08,28.63,0.4,-2.022,-0.12,0.4,0.2,FM,-0.1,FMA,-0.1,2007-2008,SL
04/01/07,2007,APR,0.8,25.19,-0.54,27.26,-0.31,27.7,-0.1,28.66,0.15,-2.341,0.97,-0.1,-0.1,MA,-0.5,MAM,-0.3,2007-2008,SL
05/01/07,2007,MAY,0.66,23.49,-1.12,26.42,-0.79,27.45,-0.43,28.65,-0.14,-2.655,0.03,0.1,-0.1,AM,-0.6,AMJ,-0.4,2007-2008,SL
06/01/07,2007,JUN,0.57,22.34,-0.83,26.19,-0.46,27.57,-0.14,28.73,-0.11,-2.697,-0.3,0.4,0.5,MJ,-1,MJJ,-0.5,2007-2008,SL
07/01/07,2007,JUL,0.58,21.18,-0.65,25.24,-0.63,26.89,-0.41,28.55,-0.24,-2.565,1.65,0.7,-0.3,JJ,-0.6,JJA,-0.6,2007-2008,SL
08/01/07,2007,AUG,0.58,19.89,-0.97,24.2,-1.02,26.32,-0.58,28.53,-0.17,-2.305,1.96,0.4,0.4,JA,-0.9,JAS,-0.8,2007-2008,SL
09/01/07,2007,SEP,0.61,19.51,-1.07,23.99,-1.02,25.9,-0.86,28.16,-0.52,-1.865,1.52,0.5,0.2,AS,-1.1,ASO,-1.1,2007-2008,SL
10/01/07,2007,OCT,0.61,19.28,-1.59,23.8,-1.29,25.58,-1.19,28.05,-0.63,-1.291,0.77,1,0.7,SO,-1.2,SON,-1.3,2007-2008,SL
11/01/07,2007,NOV,0.58,19.72,-1.9,23.66,-1.54,25.4,-1.42,27.57,-1.1,-0.302,0.65,0.2,0.9,ON,-1.2,OND,-1.5,2007-2008,SL
12/01/07,2007,DEC,0.52,21.12,-1.72,23.91,-1.36,25.47,-1.18,27.65,-0.8,0.85,-0.16,1.5,1.7,ND,-1.3,NDJ,-1.6,2007-2008,SL
01/01/08,2008,JAN,0.29,24.26,-0.26,24.32,-1.35,24.97,-1.59,26.78,-1.44,1.836,-1.06,0.6,1.8,DJ,-1.1,DJF,-1.6,2008-2009,WL
02/01/08,2008,FEB,0.35,26.36,0.27,25.3,-1.08,25.25,-1.49,26.71,-1.39,2.404,0.37,2.1,2.6,JF,-1.2,JFM,-1.5,2008-2009,WL
03/01/08,2008,MAR,0.74,27.12,0.52,26.69,-0.47,26.3,-0.94,27.14,-1.09,2.671,-0.61,1.9,1.4,FM,-1.6,FMA,-1.3,2008-2009,WL
04/01/08,2008,APR,0.52,26.05,0.32,27.28,-0.29,26.95,-0.85,27.57,-0.94,2.493,-1.18,1.2,0.7,MA,-1.3,MAM,-1,2008-2009,WL
05/01/08,2008,MAY,0.52,24.69,0.07,27.18,-0.03,27.19,-0.69,27.9,-0.9,2.015,1.25,0.9,-0.1,AM,-1,AMJ,-0.8,2008-2009,WL
06/01/08,2008,JUN,0.51,23.62,0.44,26.52,-0.12,27.07,-0.64,27.99,-0.85,1.613,-1.76,0.3,0.6,MJ,-0.8,MJJ,-0.6,2008-2009,WL
07/01/08,2008,JUL,0.56,22.74,0.9,26.12,0.25,27.03,-0.27,28.11,-0.68,1.429,-0.51,0.5,0.3,JJ,-0.9,JJA,-0.4,2008-2009,WL
08/01/08,2008,AUG,0.48,22.04,1.18,25.79,0.57,26.83,-0.07,28.02,-0.68,1.173,0.89,0.3,1,JA,-1,JAS,-0.2,2008-2009,WL
09/01/08,2008,SEP,0.63,21.7,1.12,25.35,0.34,26.52,-0.24,28.09,-0.58,0.955,0.89,0.1,1.2,AS,-1,ASO,-0.2,2008-2009,WL
10/01/08,2008,OCT,0.69,21.32,0.45,25.32,0.23,26.57,-0.2,28.25,-0.43,0.839,1.11,0.7,1.3,SO,-1.1,SON,-0.4,2008-2009,WL
11/01/08,2008,NOV,0.71,21.63,0,25.15,-0.05,26.47,-0.35,28.17,-0.5,0.787,1.05,0.5,1.3,ON,-1.1,OND,-0.6,2008-2009,WL
12/01/08,2008,DEC,0.57,22.58,-0.26,24.64,-0.63,25.83,-0.82,27.68,-0.77,0.779,-1.71,1.6,1.4,ND,-1.1,NDJ,-0.7,2008-2009,WL
01/01/09,2009,JAN,0.66,24.36,-0.16,25.32,-0.35,25.76,-0.8,27.38,-0.84,0.793,0.13,1.3,1.1,DJ,-1,DJF,-0.9,2009-2010,ME
02/01/09,2009,FEB,0.52,25.86,-0.24,25.96,-0.42,26.13,-0.6,27.41,-0.69,0.753,-1.57,1.3,1.9,JF,-0.9,JFM,-0.8,2009-2010,ME
03/01/09,2009,MAR,0.54,26.11,-0.49,26.51,-0.65,26.61,-0.62,27.69,-0.54,0.514,-1.29,0.9,0.4,FM,-0.9,FMA,-0.6,2009-2010,ME
04/01/09,2009,APR,0.59,26.07,0.34,27.53,-0.04,27.65,-0.16,28.3,-0.21,0.107,-0.04,0.7,0.8,MA,-0.7,MAM,-0.3,2009-2010,ME
05/01/09,2009,MAY,0.62,25.11,0.5,27.59,0.38,28.06,0.18,28.82,0.03,-0.284,-0.43,0.6,-0.1,AM,-0.6,AMJ,0,2009-2010,ME
06/01/09,2009,JUN,0.64,23.9,0.73,27.28,0.63,28.13,0.42,28.96,0.12,-0.476,0.48,,0.1,MJ,0.3,MJJ,0.3,2009-2010,ME
07/01/09,2009,JUL,0.71,22.82,0.98,26.66,0.79,27.83,0.53,29.06,0.27,-0.848,0.72,,0.2,JJ,0.6,JJA,0.5,2009-2010,ME
08/01/09,2009,AUG,0.71,21.66,0.8,26.05,0.83,27.59,0.69,29.17,0.47,-1.309,0.62,,-0.2,JA,0.5,JAS,0.6,2009-2010,ME
09/01/09,2009,SEP,0.74,21.21,0.63,25.83,0.82,27.48,0.71,29.04,0.37,-1.687,1.03,,0.3,AS,0.4,ASO,0.7,2009-2010,ME
10/01/09,2009,OCT,0.69,21.12,0.25,25.84,0.75,27.69,0.92,29.54,0.86,-2.025,0.64,,-1.2,SO,0.6,SON,1,2009-2010,ME
11/01/09,2009,NOV,0.81,21.87,0.25,26.27,1.07,28.25,1.43,29.84,1.17,-2.418,0.19,0,-0.6,ON,1.2,OND,1.4,2009-2010,ME
12/01/09,2009,DEC,0.7,23.46,0.62,26.67,1.41,28.33,1.68,29.62,1.17,-2.571,0.04,-2.6,-0.7,ND,1.1,NDJ,1.6,2009-2010,ME
01/01/10,2010,JAN,0.74,24.52,0,26.73,1.06,28.1,1.53,29.39,1.16,-2.649,0.96,-2.1,-1.1,DJ,1,DJF,1.5,2010-2011,SL
02/01/10,2010,FEB,0.82,25.79,-0.3,27.12,0.74,27.92,1.19,29.01,0.92,-2.398,0.48,-2.3,-1.5,JF,1.3,JFM,1.2,2010-2011,SL
03/01/10,2010,MAR,0.9,26.5,-0.1,27.88,0.72,28.34,1.11,29.1,0.87,-2.127,1.68,-1.5,-0.7,FM,1.3,FMA,0.8,2010-2011,SL
04/01/10,2010,APR,0.89,26.35,0.62,28.12,0.55,28.4,0.59,29.21,0.7,-1.75,1.26,-0.3,1.2,MA,0.4,MAM,0.4,2010-2011,SL
05/01/10,2010,MAY,0.78,24.75,0.13,27.13,-0.09,27.77,-0.11,29,0.21,-1.548,-0.73,0.6,0.9,AM,-0.5,AMJ,-0.2,2010-2011,SL
06/01/10,2010,JUN,0.7,23.36,0.18,26.08,-0.56,27.16,-0.55,28.58,-0.26,-0.957,-0.1,1,0.4,MJ,-1.7,MJJ,-0.7,2010-2011,SL
07/01/10,2010,JUL,0.66,20.76,-1.07,25,-0.87,26.38,-0.92,28.13,-0.66,-0.564,0.89,0.8,1.8,JJ,-2.5,JJA,-1.1,2010-2011,SL
08/01/10,2010,AUG,0.66,19.93,-0.92,24.23,-0.99,25.69,-1.21,27.56,-1.13,-0.218,1.07,1,1.8,JA,-2.5,JAS,-1.4,2010-2011,SL
09/01/10,2010,SEP,0.62,19.23,-1.35,24.07,-0.94,25.46,-1.31,27.2,-1.47,0.113,1.07,1.3,2.2,AS,-2.4,ASO,-1.6,2010-2011,SL
10/01/10,2010,OCT,0.67,19.46,-1.41,23.72,-1.36,25.36,-1.41,27.33,-1.35,0.681,2.15,1.3,1.7,SO,-2.2,SON,-1.6,2010-2011,SL
11/01/10,2010,NOV,0.79,20.3,-1.32,23.95,-1.25,25.38,-1.44,27.24,-1.43,1.167,-0.81,1.5,1.3,ON,-2.1,OND,-1.6,2010-2011,SL
12/01/10,2010,DEC,0.52,21.64,-1.2,23.98,-1.29,25.44,-1.21,27.31,-1.14,1.53,-2.08,2.2,2.9,ND,-1.9,NDJ,-1.6,2010-2011,SL
01/01/11,2011,JAN,0.55,23.89,-0.62,24.4,-1.28,25.09,-1.48,27.04,-1.18,1.523,1,2,2.3,DJ,-1.9,DJF,-1.4,2011-2012,ML
02/01/11,2011,FEB,0.51,26.11,0.01,25.58,-0.8,25.55,-1.19,27.03,-1.07,1.577,-2.41,2.3,2.7,JF,-1.6,JFM,-1.2,2011-2012,ML
03/01/11,2011,MAR,0.67,26.1,-0.5,26.37,-0.8,26.4,-0.83,27.73,-0.5,1.546,0.38,1.7,2.5,FM,-1.8,FMA,-0.9,2011-2012,ML
04/01/11,2011,APR,0.65,25.61,-0.12,27.2,-0.37,27.05,-0.76,27.76,-0.75,1.271,-1.78,1.1,1.9,MA,-1.9,MAM,-0.7,2011-2012,ML
05/01/11,2011,MAY,0.55,24.78,0.16,26.94,-0.28,27.49,-0.39,28.37,-0.42,0.844,0.25,0.3,0.4,AM,-1.3,AMJ,-0.6,2011-2012,ML
06/01/11,2011,JUN,0.63,23.42,0.25,26.59,-0.05,27.4,-0.31,28.36,-0.49,0.675,0.35,-0.1,0.2,MJ,-1.1,MJJ,-0.4,2011-2012,ML
07/01/11,2011,JUL,0.72,22.12,0.29,25.88,0.01,27.11,-0.19,28.38,-0.4,0.387,-0.75,0,1,JJ,-0.9,JJA,-0.5,2011-2012,ML
08/01/11,2011,AUG,0.7,20.8,-0.06,24.88,-0.34,26.48,-0.42,28.46,-0.23,0.168,1.4,0.2,0.4,JA,-0.9,JAS,-0.6,2011-2012,ML
09/01/11,2011,SEP,0.6,19.88,-0.7,24.44,-0.57,26.09,-0.67,28.11,-0.57,-0.029,-0.39,0.2,1,AS,-1.2,ASO,-0.8,2011-2012,ML
10/01/11,2011,OCT,0.71,19.95,-0.93,24.35,-0.74,26.06,-0.71,27.99,-0.69,0.07,0.86,0.9,0.8,SO,-1.4,SON,-1,2011-2012,ML
11/01/11,2011,NOV,0.59,20.96,-0.67,24.18,-1.02,25.85,-0.98,27.87,-0.81,0.363,-0.76,0.8,1.1,ON,-1.3,OND,-1.1,2011-2012,ML
12/01/11,2011,DEC,0.61,22.18,-0.65,24.35,-0.92,25.66,-0.99,27.44,-1.01,0.844,0.06,1.5,2.5,ND,-1.2,NDJ,-1,2011-2012,ML
01/01/12,2012,JAN,0.48,23.91,-0.61,25.2,-0.48,25.91,-0.65,27.31,-0.92,1.082,0.13,1.7,1.1,DJ,-1.1,DJF,-0.9,2012-2013,N
02/01/12,2012,FEB,0.54,25.95,-0.15,26.13,-0.25,26.18,-0.55,27.47,-0.63,1.479,0.7,1.9,0.5,JF,-0.7,JFM,-0.7,2012-2013,N
03/01/12,2012,MAR,0.54,26.52,-0.08,27.04,-0.12,26.79,-0.44,27.55,-0.68,1.613,-0.19,0.9,0.7,FM,-0.6,FMA,-0.6,2012-2013,N
04/01/12,2012,APR,0.75,26.55,0.82,27.49,-0.09,27.29,-0.51,27.98,-0.53,1.596,-0.09,0.1,-0.3,MA,-0.5,MAM,-0.5,2012-2013,N
05/01/12,2012,MAY,0.75,25.42,0.81,27.26,0.05,27.69,-0.19,28.37,-0.42,1.191,-0.29,0,0,AM,-0.4,AMJ,-0.3,2012-2013,N
06/01/12,2012,JUN,0.66,24.49,1.31,27.19,0.55,27.95,0.24,28.5,-0.34,0.601,-0.42,0.1,-0.4,MJ,-0.1,MJJ,0,2012-2013,N
07/01/12,2012,JUL,0.63,22.13,0.3,26.47,0.6,27.57,0.27,28.54,-0.25,-0.046,-0.57,-0.8,0,JJ,0.4,JJA,0.3,2012-2013,N
08/01/12,2012,AUG,0.65,20.95,0.09,25.92,0.7,27.58,0.68,28.78,0.09,-0.718,-0.2,0.1,-0.2,JA,0,JAS,0.4,2012-2013,N
09/01/12,2012,SEP,0.75,21.13,0.55,25.41,0.4,27.2,0.44,28.8,0.12,-1.412,-0.39,-0.5,0.2,AS,-0.3,ASO,0.4,2012-2013,N
10/01/12,2012,OCT,0.78,20.42,-0.46,25.11,0.02,27.13,0.36,29.03,0.34,-1.74,-1.13,-0.4,0.3,SO,-0.2,SON,0.3,2012-2013,N
11/01/12,2012,NOV,0.79,21.52,-0.1,25.44,0.24,27.32,0.5,29.04,0.37,-1.626,-1.06,-0.2,0.3,ON,-0.2,OND,0.1,2012-2013,N
12/01/12,2012,DEC,0.56,22.39,-0.45,24.61,-0.65,26.18,-0.47,28.45,0.01,-1.515,-1.31,0.5,-0.6,ND,0,NDJ,-0.2,2012-2013,N
